target_id	length	eff_length	est_counts	tpm
FBtr0085502	837	616.514	14.3754	1.05079
FBtr0300398	1547	1326.51	0	0
FBtr0300399	3875	3654.51	1	0.0123314
FBtr0082438	2886	2665.51	1744	29.4853
FBtr0084702	1738	1517.51	0	0
FBtr0308072	635	414.653	0	0
FBtr0084701	1528	1307.51	0	0
FBtr0332463	5871	5650.51	0	0
FBtr0273343	6113	5892.51	0	0
FBtr0088120	5895	5674.51	0	0
FBtr0347184	6241	6020.51	0	0
FBtr0347185	1598	1377.51	0	0
FBtr0273308	6387	6166.51	0	0
FBtr0334115	1067	846.514	0	0
FBtr0309851	1933	1712.51	22.7193	0.597863
FBtr0309846	1745	1524.51	435.458	12.8723
FBtr0309848	2040	1819.51	115.912	2.87088
FBtr0309847	1395	1174.51	514.675	19.7476
FBtr0309852	1525	1304.51	38.3472	1.32472
FBtr0309849	1730	1509.51	8.88822	0.26535
FBtr0309850	1813	1592.51	0	0
FBtr0076354	843	622.514	190	13.7545
FBtr0331580	786	565.514	0	0
FBtr0080024	1050	829.514	148	8.04042
FBtr0070254	753	532.514	354.578	30.0069
FBtr0074838	1947	1726.51	44.9276	1.17269
FBtr0332775	1427	1206.51	203.718	7.60918
FBtr0344228	1289	1068.51	0	0
FBtr0074837	1295	1074.51	269.354	11.2967
FBtr0082570	746	525.514	15	1.28632
FBtr0074690	1693	1472.51	7880	241.161
FBtr0085068	1625	1404.51	0	0
FBtr0344994	847	626.514	2222	159.828
FBtr0074972	814	593.514	0	0
FBtr0340332	711	490.567	0	0
FBtr0086757	2224	2003.51	0	0
FBtr0086756	785	564.514	0	0
FBtr0301546	1269	1048.51	0	0
FBtr0077456	1846	1625.51	393.565	10.911
FBtr0085245	1542	1321.51	208	7.09304
FBtr0081025	1082	861.514	0	0
FBtr0340183	1534	1313.51	0	0
FBtr0074950	1409	1188.51	0.5	0.0189586
FBtr0110952	1060	839.514	0	0
FBtr0078987	1668	1447.51	86	2.67742
FBtr0079542	983	762.514	79	4.66896
FBtr0087826	2647	2426.51	500	9.28598
FBtr0086629	953	732.514	10164	625.301
FBtr0071530	712	491.567	4599	421.621
FBtr0077179	1082	861.514	2800	146.466
FBtr0308652	5149	4928.51	258.293	2.36177
FBtr0070151	6137	5916.51	1512.71	11.522
FBtr0076555	1788	1567.51	9520	273.695
FBtr0076554	2053	1832.51	858.49	21.112
FBtr0076553	2669	2448.51	2126.68	39.1418
FBtr0303234	2035	1814.51	449.67	11.168
FBtr0075758	3223	3002.51	234.411	3.51831
FBtr0075757	2602	2381.51	742.589	14.0519
FBtr0344347	5857	5636.51	225.28	1.80116
FBtr0331346	5149	4928.51	237.46	2.17128
FBtr0083476	5089	4868.51	0	0
FBtr0331347	5128	4907.51	0	0
FBtr0333718	4768	4547.51	605.561	6.00101
FBtr0111036	4309	4088.51	33.1374	0.365253
FBtr0074118	4180	3959.51	0.015466	0.000176026
FBtr0111037	4321	4100.51	31.6934	0.348315
FBtr0074124	3190	2969.51	0	0
FBtr0074123	3191	2970.51	155.013	2.35167
FBtr0301596	3096	2875.51	16.5761	0.259781
FBtr0340413	3667	3446.51	699.482	9.14613
FBtr0333717	3712	3491.51	0	0
FBtr0301597	4198	3977.51	7.28484e-08	8.25371e-10
FBtr0074119	3878	3657.51	731.329	9.01089
FBtr0301594	3380	3159.51	149.535	2.13286
FBtr0074121	3990	3769.51	0	0
FBtr0074122	3991	3770.51	0.00988642	0.000118162
FBtr0301595	3300	3079.51	18.6482	0.272895
FBtr0303431	3320	3099.51	128.643	1.87039
FBtr0329887	4573	4352.51	0	0
FBtr0303430	2392	2171.51	11.9226	0.247428
FBtr0303429	2075	1854.51	0	0
FBtr0329888	2863	2642.51	541.33	9.23177
FBtr0329889	3023	2802.51	42.2721	0.679746
FBtr0303434	3240	3019.51	678.281	10.1231
FBtr0303435	3560	3339.51	6.33387	0.0854725
FBtr0329890	2964	2743.51	39.0167	0.640891
FBtr0303437	2191	1970.51	0	0
FBtr0303432	2069	1848.51	23.9294	0.583378
FBtr0303433	3023	2802.51	42.2721	0.679746
FBtr0074287	1499	1278.51	4	0.140992
FBtr0071510	1716	1495.51	25.1771	0.758676
FBtr0310444	1499	1278.51	1151.06	40.5728
FBtr0089033	1029	808.514	34	1.8951
FBtr0336873	923	702.514	0	0
FBtr0300073	532	312.146	0	0
FBtr0332897	494	274.816	0	0
FBtr0076711	1107	886.514	5174.07	263.019
FBtr0076712	1247	1026.51	84.926	3.72835
FBtr0306348	2391	2170.51	0	0
FBtr0084039	2416	2195.51	1395.52	28.6444
FBtr0306347	2419	2198.51	258.482	5.29835
FBtr0306349	2388	2167.51	0	0
FBtr0076822	793	572.514	466	36.6809
FBtr0332385	3355	3134.51	0	0
FBtr0330661	7344	7123.51	325.788	2.06102
FBtr0330203	3383	3162.51	354.728	5.0548
FBtr0273378	3383	3162.51	354.728	5.0548
FBtr0308895	5400	5179.51	0	0
FBtr0330204	3383	3162.51	354.728	5.0548
FBtr0070692	942	721.514	0	0
FBtr0088311	2351	2130.51	0	0
FBtr0304592	2591	2370.51	5	0.0950535
FBtr0088313	2297	2076.51	0	0
FBtr0088312	1656	1435.51	3.41546e-07	1.07221e-08
FBtr0290018	1539	1318.51	2767	94.5725
FBtr0305199	698	477.567	0	0
FBtr0305200	687	466.567	0	0
FBtr0088838	1915	1694.51	19.0395	0.50635
FBtr0088839	1737	1516.51	2.96051	0.0879754
FBtr0299516	5024	4803.51	336.527	3.1572
FBtr0299515	2707	2486.51	2677.47	48.526
FBtr0073040	2713	2492.51	29300.7	529.763
FBtr0332873	2960	2739.51	33.2735	0.54735
FBtr0077425	2730	2509.51	5	0.0897886
FBtr0306826	445	227.298	0	0
FBtr0306597	3518	3297.51	11.3573	0.155213
FBtr0078496	3760	3539.51	0	0
FBtr0303599	3919	3698.51	0	0
FBtr0303600	4365	4144.51	0	0
FBtr0306594	3359	3138.51	0	0
FBtr0334750	3771	3550.51	0	0
FBtr0334749	3930	3709.51	4.10517	0.0498717
FBtr0334748	4765	4544.51	0.000152752	1.51474e-06
FBtr0306596	3900	3679.51	0	0
FBtr0304724	4206	3985.51	0	0
FBtr0306595	4706	4485.51	12.5374	0.125961
FBtr0473583	2253	2032.51	0	0
FBtr0306576	6386	6165.51	0	0
FBtr0100466	6298	6077.51	3136.93	23.2605
FBtr0302574	6319	6098.51	96.034	0.709646
FBtr0072398	6796	6575.51	2974.38	20.3848
FBtr0072399	6482	6261.51	0	0
FBtr0302573	6322	6101.51	0	0
FBtr0302575	6456	6235.51	196.016	1.41664
FBtr0100467	6362	6141.51	1372.75	10.0729
FBtr0302572	6325	6104.51	45.896	0.338817
FBtr0074870	3522	3301.51	1	0.0136498
FBtr0346154	1625	1404.51	0	0
FBtr0084520	1501	1280.51	2804.82	98.7101
FBtr0076694	3199	2978.51	500.647	7.57483
FBtr0087608	1234	1013.51	3.32785	0.14797
FBtr0345648	1510	1289.51	4.67215	0.16328
FBtr0074680	4145	3924.51	0	0
FBtr0301835	4214	3993.51	0	0
FBtr0343798	5607	5386.51	0	0
FBtr0301834	5522	5301.51	0	0
FBtr0071755	3394	3173.51	363	5.15474
FBtr0309867	7755	7534.51	0	0
FBtr0080594	4396	4175.51	0	0
FBtr0300594	9129	8908.51	0	0
FBtr0474155	7755	7534.51	0	0
FBtr0345116	954	733.514	2.24094	0.137677
FBtr0308082	3138	2917.51	0	0
FBtr0074695	3079	2858.51	63.7591	1.00518
FBtr0091851	493	273.871	1.8482	0.304119
FBtr0088724	1103	882.514	0	0
FBtr0301664	1047	826.514	2.91617	0.159002
FBtr0084787	894	673.514	160.084	10.7113
FBtr0340469	5893	5672.51	0	0
FBtr0086509	5899	5678.51	1355.9	10.7605
FBtr0086506	2914	2693.51	2.2804	0.0381533
FBtr0340468	5605	5384.51	85.0171	0.711542
FBtr0086508	3472	3251.51	24.8075	0.343825
FBtr0301279	2902	2681.51	0	0
FBtr0332840	2131	1910.51	0	0
FBtr0299831	2263	2042.51	36.9418	0.815067
FBtr0299838	2110	1889.51	153.058	3.65046
FBtr0309236	2233	2012.51	0	0
FBtr0087540	4343	4122.51	8	0.0874518
FBtr0339967	3645	3424.51	0	0
FBtr0079525	2051	1830.51	7693.12	189.396
FBtr0343417	1507	1286.51	143.198	5.01607
FBtr0343416	3102	2881.51	268.685	4.20208
FBtr0084281	1722	1501.51	0	0
FBtr0070564	729	508.567	0	0
FBtr0076006	2169	1948.51	255.54	5.91011
FBtr0079441	998	777.514	113.899	6.60167
FBtr0332522	1123	902.514	36.1006	1.80261
FBtr0475051	456	237.876	0	0
FBtr0083580	3341	3120.51	4	0.0577663
FBtr0307018	5079	4858.51	28	0.259714
FBtr0072834	1211	990.514	71.5412	3.25489
FBtr0345381	2839	2618.51	77.2879	1.33014
FBtr0332668	1992	1771.51	315.171	8.01756
FBtr0072916	1389	1168.51	101	3.89518
FBtr0070498	2425	2204.51	853	17.4372
FBtr0308314	3235	3014.51	0	0
FBtr0073053	3274	3053.51	44	0.649372
FBtr0087111	1541	1320.51	162	5.52857
FBtr0340066	1811	1590.51	0	0
FBtr0083024	784	563.514	0	0
FBtr0081476	3417	3196.51	0	0
FBtr0110895	3330	3109.51	2	0.0289853
FBtr0113122	2172	1951.51	14.2442	0.328933
FBtr0345367	2882	2661.51	191.179	3.23707
FBtr0072745	2278	2057.51	3361.01	73.6153
FBtr0072746	2002	1781.51	673.563	17.0384
FBtr0077817	380	166.502	5.82527	1.57666
FBtr0334759	528	308.239	2.17473	0.317949
FBtr0113177	842	621.514	0	0
FBtr0445839	806	585.514	0	0
FBtr0306049	795	574.514	0	0
FBtr0070505	946	725.514	1	0.0621147
FBtr0087290	1057	836.514	287	15.4614
FBtr0474124	1100	879.514	74.5	3.81728
FBtr0071609	1100	879.514	74.5	3.81728
FBtr0392899	1420	1199.51	57.1492	2.14707
FBtr0077347	3247	3026.51	32.7295	0.487346
FBtr0077348	3434	3213.51	43.1992	0.60581
FBtr0309239	5178	4957.51	39.9188	0.362873
FBtr0077349	4711	4490.51	0	0
FBtr0077346	3194	2973.51	0	0
FBtr0339506	3992	3771.51	1401.18	16.7425
FBtr0309238	4305	4084.51	0	0
FBtr0339507	4341	4120.51	50.331	0.550459
FBtr0331940	937	716.514	1	0.062895
FBtr0080027	1277	1056.51	561	23.9292
FBtr0082849	1226	1005.51	379	16.986
FBtr0076321	5144	4923.51	0	0
FBtr0076319	5759	5538.51	0	0
FBtr0076327	4965	4744.51	0	0
FBtr0076323	5099	4878.51	0	0
FBtr0076320	5173	4952.51	0	0
FBtr0076317	5319	5098.51	19.4708	0.1721
FBtr0076326	4994	4773.51	0	0
FBtr0076318	4515	4294.51	0	0
FBtr0331848	5620	5399.51	0	0
FBtr0076322	4668	4447.51	14.0606	0.142471
FBtr0301228	1450	1229.51	0	0
FBtr0076324	4869	4648.51	0	0
FBtr0076325	5043	4822.51	19.4686	0.181929
FBtr0334820	1573	1352.51	0	0
FBtr0077933	1524	1303.51	368	12.7225
FBtr0089513	5033	4812.51	371.406	3.4779
FBtr0300191	4524	4303.51	7.3296	0.0767535
FBtr0089509	4524	4303.51	0	0
FBtr0333324	5545	5324.51	4222.76	35.7402
FBtr0333325	3721	3500.51	529.957	6.82259
FBtr0089510	3558	3337.51	788.194	10.6427
FBtr0089514	4524	4303.51	0.5538	0.00579923
FBtr0089515	4524	4303.51	5124.27	53.6598
FBtr0089512	5099	4878.51	1963.35	18.1364
FBtr0089516	4808	4587.51	2008.01	19.7256
FBtr0089511	3861	3640.51	113715	1407.66
FBtr0344185	1335	1114.51	120.087	4.8557
FBtr0086300	1447	1226.51	299.489	11.004
FBtr0086299	1688	1467.51	31.4236	0.964971
FBtr0086280	4005	3784.51	278.517	3.31652
FBtr0086281	3079	2858.51	720.513	11.3591
FBtr0301207	3272	3051.51	0	0
FBtr0309253	3753	3532.51	3311.97	42.2516
FBtr0337064	1216	995.514	15.5549	0.704143
FBtr0083376	1088	867.514	350.144	18.1891
FBtr0334865	2465	2244.51	85.3178	1.713
FBtr0080460	2520	2299.51	557.682	10.9293
FBtr0087918	1191	970.514	0	0
FBtr0078405	2462	2241.51	159	3.19666
FBtr0073102	825	604.514	1	0.0745477
FBtr0081901	1036	815.514	340	18.7883
FBtr0083606	2619	2398.51	328.995	6.18141
FBtr0074938	2156	1935.51	241	5.61127
FBtr0346643	2443	2222.51	0	0
FBtr0086989	440	222.525	0	0
FBtr0303232	702	481.567	209	19.5583
FBtr0083439	1573	1352.51	0	0
FBtr0071511	4696	4475.51	168	1.69164
FBtr0074077	6481	6260.51	219	1.57643
FBtr0332321	2100	1879.51	479.502	11.497
FBtr0300674	1789	1568.51	198.84	5.7129
FBtr0075618	1694	1473.51	2	0.0611669
FBtr0070003	1164	943.514	0	0
FBtr0078542	855	634.514	0	0
FBtr0331776	445	227.298	0	0
FBtr0072968	885	664.514	5296	359.157
FBtr0079475	6588	6367.51	129.37	0.915597
FBtr0079473	6443	6222.51	114.489	0.829162
FBtr0079476	3912	3691.51	77.7511	0.949167
FBtr0079474	3767	3546.51	61.3896	0.78007
FBtr0300830	2272	2051.51	100.147	2.1999
FBtr0088983	2529	2308.51	397.775	7.76507
FBtr0336918	2204	1983.51	465.079	10.5665
FBtr0300297	456	237.876	0	0
FBtr0091854	493	273.871	1.8482	0.304119
FBtr0332818	2631	2410.51	0	0
FBtr0347599	2565	2344.51	0.0041732	8.02152e-05
FBtr0347598	2554	2333.51	1.99583	0.0385437
FBtr0079988	2080	1859.51	4943	119.793
FBtr0100187	2024	1803.51	0	0
FBtr0343699	915	694.514	0	0
FBtr0006151	2080	1859.51	527.135	12.7751
FBtr0333207	3000	2779.51	0	0
FBtr0072694	2531	2310.51	7	0.136531
FBtr0305340	1205	984.514	220.115	10.0755
FBtr0082124	1041	820.514	3633.89	199.584
FBtr0081183	1527	1306.51	2515.55	86.768
FBtr0340320	1784	1563.51	541.451	15.6062
FBtr0302322	2649	2428.51	22.1742	0.411479
FBtr0075078	3309	3088.51	101.214	1.47683
FBtr0075077	3373	3152.51	3117.62	44.5664
FBtr0333712	3022	2801.51	16.9891	0.273287
FBtr0303393	872	651.514	0	0
FBtr0303392	767	546.514	0	0
FBtr0331568	827	606.514	0	0
FBtr0078584	899	678.514	2	0.132835
FBtr0074986	458	239.78	0	0
FBtr0080699	1522	1301.51	1.70472	0.0590263
FBtr0345641	1600	1379.51	0	0
FBtr0329966	1213	992.514	6.5	0.295133
FBtr0079094	1213	992.514	6.5	0.295133
FBtr0074333	942	721.514	687	42.9094
FBtr0086178	844	623.514	0.452364	0.0326951
FBtr0074031	1720	1499.51	1788	53.735
FBtr0077669	2403	2182.51	484.631	10.0068
FBtr0335484	2684	2463.51	61.3687	1.12262
FBtr0091896	595	374.732	0	0
FBtr0085618	607	386.732	2	0.233056
FBtr0302143	879	658.514	0	0
FBtr0302144	1723	1502.51	0	0
FBtr0083032	824	603.514	77.3867	5.77856
FBtr0334927	814	593.514	0	0
FBtr0083033	1783	1562.51	177.18	5.11012
FBtr0306642	2535	2314.51	16.6096	0.3234
FBtr0302142	2020	1799.51	0	0
FBtr0302145	1088	867.514	4.25745	0.221163
FBtr0306643	1905	1684.51	0	0
FBtr0345219	2827	2606.51	0	0
FBtr0334928	1777	1556.51	0	0
FBtr0302146	1954	1733.51	12.6425	0.328659
FBtr0306644	1939	1718.51	39.0301	1.0235
FBtr0083030	813	592.514	67.3942	5.12583
FBtr0083034	1345	1124.51	0	0
FBtr0083031	2110	1889.51	21.6807	0.517086
FBtr0345220	1440	1219.51	144.819	5.35154
FBtr0082066	1370	1149.51	172	6.74303
FBtr0299513	1820	1599.51	5241.08	147.664
FBtr0299514	1818	1597.51	336.737	9.4992
FBtr0332384	1827	1606.51	345.178	9.68277
FBtr0077721	2693	2472.51	6	0.109359
FBtr0077720	2819	2598.51	0	0
FBtr0335151	3050	2829.51	0	0
FBtr0333068	959	738.514	235.978	14.3997
FBtr0300944	890	669.514	1016.02	68.3886
FBtr0078881	2137	1916.51	10	0.235141
FBtr0085771	652	431.611	4	0.417646
FBtr0301427	4988	4767.51	0	0
FBtr0082408	2066	1845.51	0	0
FBtr0072094	1139	918.514	2	0.0981262
FBtr0087700	2031	1810.51	195.935	4.87698
FBtr0087699	2579	2358.51	2528.77	48.3183
FBtr0305993	2579	2358.51	408.704	7.80927
FBtr0332928	1899	1678.51	290.592	7.80188
FBtr0331631	1103	882.514	60.1582	3.07195
FBtr0079878	1099	878.514	1095.84	56.2134
FBtr0086723	1757	1536.51	521.695	15.301
FBtr0088020	877	656.514	1	0.068643
FBtr0079898	1763	1542.51	6	0.175292
FBtr0100861	1536	1315.51	506846	17362.9
FBtr0334610	6649	6428.51	9.48371	0.0664826
FBtr0345228	9643	9422.51	0	0
FBtr0301485	6290	6069.51	0	0
FBtr0334607	6619	6398.51	0	0
FBtr0334609	6583	6362.51	0	0
FBtr0084256	6719	6498.51	0	0
FBtr0334611	6451	6230.51	6.90818	0.0499667
FBtr0334608	6628	6407.51	0	0
FBtr0334612	9353	9132.51	48.6081	0.239861
FBtr0301073	4263	4042.51	965.591	10.7642
FBtr0110888	3831	3610.51	178.633	2.22964
FBtr0335004	4209	3988.51	89.7759	1.01435
FBtr0079468	1613	1392.51	6.32961	0.204842
FBtr0302588	1173	952.514	3.67039	0.173653
FBtr0082321	1704	1483.51	3	0.0911319
FBtr0333185	2368	2147.51	0	0
FBtr0333186	1852	1631.51	195.696	5.40544
FBtr0070668	2390	2169.51	150.667	3.12965
FBtr0331614	1830	1609.51	0	0
FBtr0071157	1836	1615.51	48	1.33897
FBtr0080402	1382	1161.51	0	0
FBtr0301013	3690	3469.51	7.01561	0.091125
FBtr0335243	2893	2672.51	0	0
FBtr0083847	2965	2744.51	69.0557	1.1339
FBtr0083848	3232	3011.51	21.9443	0.32838
FBtr0073613	1035	814.514	1879	103.961
FBtr0306584	917	696.514	0	0
FBtr0087818	896	675.514	3	0.200137
FBtr0080248	1876	1655.51	395	10.7524
FBtr0344263	786	565.514	114.481	9.12281
FBtr0082608	775	554.514	390.519	31.7373
FBtr0332539	2448	2227.51	0	0
FBtr0083735	2688	2467.51	3	0.0547901
FBtr0082951	956	735.514	0	0
FBtr0084862	1744	1523.51	61.9773	1.83327
FBtr0335234	1756	1535.51	3770.02	110.645
FBtr0081598	1415	1194.51	89.2168	3.36586
FBtr0339736	1174	953.514	691.783	32.6952
FBtr0077020	595	374.732	0	0
FBtr0086708	1273	1052.51	1721	73.6875
FBtr0339278	1880	1659.51	50.7409	1.3779
FBtr0088745	1783	1562.51	18186.3	524.518
FBtr0075167	1553	1332.51	7123.81	240.925
FBtr0333693	1589	1368.51	281.187	9.25949
FBtr0076193	457	238.828	257	48.4941
FBtr0075233	4054	3833.51	5.92085	0.069603
FBtr0075234	2927	2706.51	216.518	3.60516
FBtr0339898	3089	2868.51	0	0
FBtr0075235	3057	2836.51	0	0
FBtr0075232	3624	3403.51	782.561	10.3617
FBtr0273313	623	402.694	0	0
FBtr0076303	1640	1419.51	0	0
FBtr0076301	2049	1828.51	983.429	24.2374
FBtr0076302	1655	1434.51	3518.57	110.536
FBtr0346062	515	295.48	0	0
FBtr0082884	446	228.275	0	0
FBtr0072899	1018	797.514	96	5.42467
FBtr0340027	6070	5849.51	1716.74	13.2259
FBtr0070896	6166	5945.51	681.257	5.16372
FBtr0082727	2606	2385.51	0.321949	0.00608198
FBtr0301219	3098	2877.51	0	0
FBtr0082726	2913	2692.51	0	0
FBtr0331429	2603	2382.51	1.67805	0.0317403
FBtr0331428	2948	2727.51	0	0
FBtr0073607	3667	3446.51	734.006	9.59755
FBtr0339749	4512	4291.51	587.948	6.17404
FBtr0345160	3741	3520.51	28.971	0.370849
FBtr0078769	621	400.694	10473	1177.88
FBtr0345637	3401	3180.51	0	0
FBtr0080099	3354	3133.51	0	0
FBtr0077978	1667	1446.51	852.786	26.5679
FBtr0084375	2697	2476.51	0	0
FBtr0084374	2869	2648.51	585	9.95392
FBtr0087951	3530	3309.51	483.257	6.58043
FBtr0087950	4024	3803.51	527.743	6.25285
FBtr0072379	3094	2873.51	0	0
FBtr0300076	2244	2023.51	0	0
FBtr0072378	2169	1948.51	0	0
FBtr0088846	3886	3665.51	982.492	12.0791
FBtr0088845	3225	3004.51	168.637	2.52941
FBtr0088847	3207	2986.51	1326.37	20.0143
FBtr0088848	3184	2963.51	65.6012	0.997575
FBtr0086647	2418	2197.51	298.669	6.1249
FBtr0300323	538	318.115	3	0.424989
FBtr0076751	2378	2157.51	1	0.0208875
FBtr0083288	1054	833.514	108	5.83917
FBtr0083287	966	745.514	0	0
FBtr0084665	1450	1229.51	0	0
FBtr0300855	1598	1377.51	32	1.04687
FBtr0078591	2629	2408.51	8	0.149686
FBtr0078928	2418	2197.51	360	7.38264
FBtr0078860	4364	4143.51	0	0
FBtr0336462	4186	3965.51	8669	98.5168
FBtr0333511	802	581.514	290.942	22.5469
FBtr0070372	720	499.567	430.058	38.7949
FBtr0084377	2615	2394.51	211	3.97105
FBtr0077002	4666	4445.51	16.1676	0.163895
FBtr0077000	5496	5275.51	2337.45	19.9672
FBtr0333059	5414	5193.51	1.69129	0.0146757
FBtr0077001	4704	4483.51	57.6916	0.579876
FBtr0332387	3759	3538.51	328.576	4.18462
FBtr0070627	3619	3398.51	1028.5	13.6381
FBtr0345712	3775	3554.51	113.927	1.4444
FBtr0078307	3832	3611.51	5.80085	0.0723841
FBtr0306157	4192	3971.51	1.53004	0.0173615
FBtr0306158	3541	3320.51	0	0
FBtr0078306	5223	5002.51	1.66911	0.0150361
FBtr0087440	477	258.381	1660	289.527
FBtr0345382	2419	2198.51	12.8568	0.263539
FBtr0307509	2077	1856.51	284.143	6.89731
FBtr0333385	3991	3770.51	1096.54	13.1058
FBtr0078346	4322	4101.51	3037	33.3689
FBtr0333386	3918	3697.51	0	0
FBtr0309230	3942	3721.51	65.9054	0.798072
FBtr0077772	3177	2956.51	42.2002	0.643243
FBtr0077775	3216	2995.51	1.4394e-06	2.16546e-08
FBtr0077773	4230	4009.51	91.3849	1.02713
FBtr0077771	3723	3502.51	6.41486	0.0825369
FBtr0080088	3229	3008.51	995.85	14.917
FBtr0333412	3578	3357.51	66.8952	0.897879
FBtr0303904	3104	2883.51	464.254	7.25562
FBtr0079267	1944	1723.51	1648.83	43.1123
FBtr0303229	1888	1667.51	239.173	6.46372
FBtr0075051	616	395.694	60	6.83334
FBtr0079754	963	742.514	1585	96.198
FBtr0340261	1052	831.514	25.913	1.40439
FBtr0300289	1247	1026.51	84.0829	3.69133
FBtr0078617	569	348.913	0	0
FBtr0089106	6189	5968.51	2323.87	17.5463
FBtr0345197	13125	12904.5	52.1278	0.182041
FBtr0333706	10897	10676.5	229.001	0.966604
FBtr0074607	680	459.567	0	0
FBtr0345320	2784	2563.51	0	0
FBtr0070714	3509	3288.51	3.92893	0.0538413
FBtr0100551	2672	2451.51	36.0711	0.663079
FBtr0070713	2961	2740.51	0	0
FBtr0100552	3005	2784.51	0	0
FBtr0085212	1347	1126.51	0	0
FBtr0086801	711	490.567	5.92823	0.544587
FBtr0330183	9647	9426.51	69.3745	0.331657
FBtr0330182	9737	9516.51	344.744	1.63253
FBtr0100113	9737	9516.51	344.744	1.63253
FBtr0084952	8893	8672.51	56.137	0.291706
FBtr0084953	8892	8671.51	0	0
FBtr0302119	7005	6784.51	113.798	0.755887
FBtr0300994	5584	5363.51	220.772	1.85496
FBtr0300995	6886	6665.51	34.4217	0.232723
FBtr0302118	7365	7144.51	31.0226	0.19568
FBtr0331757	6993	6772.51	27.7402	0.184587
FBtr0331758	11438	11217.5	554.246	2.22662
FBtr0080576	1987	1766.51	7203.57	183.769
FBtr0343663	2125	1904.51	62.5335	1.47969
FBtr0346632	2194	1973.51	2279.89	52.0613
FBtr0079197	2977	2756.51	0	0
FBtr0079196	1859	1638.51	13.0992	0.360275
FBtr0304908	2872	2651.51	1.90996	0.0324617
FBtr0079198	2067	1846.51	1.99086	0.048588
FBtr0333406	2395	2174.51	0	0
FBtr0081135	492	272.871	141	23.2864
FBtr0310098	574	353.878	12.4771	1.58892
FBtr0079996	580	359.842	552.523	69.1956
FBtr0073922	2243	2022.51	707	15.7532
FBtr0299873	555	335.05	0	0
FBtr0082991	1973	1752.51	129	3.31718
FBtr0082719	1318	1097.51	794	32.6025
FBtr0077932	1341	1120.51	1	0.0402183
FBtr0112384	647	426.611	0	0
FBtr0340071	479	260.354	305	52.7929
FBtr0333929	788	567.514	824.493	65.4713
FBtr0333930	1601	1380.51	81.2513	2.65235
FBtr0304713	731	510.567	1252.11	110.517
FBtr0302458	765	544.514	0	0
FBtr0347146	2391	2170.51	25440.9	528.215
FBtr0113171	2225	2004.51	0.0732417	0.00164661
FBtr0083480	649	428.611	49	5.15197
FBtr0334312	2059	1838.51	0	0
FBtr0084165	1375	1154.51	9	0.351305
FBtr0084164	1871	1650.51	0	0
FBtr0433525	3725	3504.51	0	0
FBtr0343753	3569	3348.51	61.9676	0.833976
FBtr0091904	595	374.732	0.4	0.0481038
FBtr0072663	2373	2152.51	426	8.91876
FBtr0073323	5236	5015.51	8	0.0718812
FBtr0301615	3976	3755.51	6.14051	0.0736844
FBtr0083543	4543	4322.51	0	0
FBtr0083542	5757	5536.51	1.55433	0.0126516
FBtr0344633	6377	6156.51	0	0
FBtr0330050	5757	5536.51	1.55433	0.0126516
FBtr0344203	6739	6518.51	0	0
FBtr0344205	6562	6341.51	5.86911	0.0417081
FBtr0330016	2382	2161.51	0	0
FBtr0344206	6370	6149.51	0	0
FBtr0475072	10917	10696.5	0	0
FBtr0344207	10723	10502.5	5.36213	0.0230083
FBtr0344201	10924	10703.5	0	0
FBtr0344204	6916	6695.51	0	0
FBtr0330009	1842	1621.51	3.83674	0.106631
FBtr0330011	11747	11526.5	9.12857	0.0356899
FBtr0344202	6547	6326.51	0	0
FBtr0344208	11050	10829.5	0	0
FBtr0330010	7086	6865.51	0.385185	0.00252835
FBtr0330012	10954	10733.5	0	0
FBtr0475071	6186	5965.51	0	0
FBtr0344200	4584	4363.51	1.41826	0.0146474
FBtr0330007	6193	5972.51	0	0
FBtr0330013	10954	10733.5	0	0
FBtr0073843	3113	2892.51	1059	16.4991
FBtr0086900	3791	3570.51	0	0
FBtr0329862	3595	3374.51	7	0.0934819
FBtr0345345	3956	3735.51	289.998	3.49853
FBtr0345344	3892	3671.51	804.417	9.87363
FBtr0073249	1651	1430.51	2.70979	0.0853659
FBtr0073248	1167	946.514	14.0701	0.669902
FBtr0073250	989	768.514	13.1191	0.769296
FBtr0333569	2355	2134.51	924.101	19.5102
FBtr0305323	4068	3847.51	0	0
FBtr0301668	4068	3847.51	553	6.47717
FBtr0086825	4358	4137.51	0	0
FBtr0340283	4578	4357.51	4.07177	0.04211
FBtr0083338	2165	1944.51	149.456	3.46373
FBtr0083337	2027	1806.51	1594.54	39.7773
FBtr0302370	2086	1865.51	0	0
FBtr0302371	2071	1850.51	0	0
FBtr0077416	2387	2166.51	4	0.083203
FBtr0300648	491	271.898	149.175	24.7247
FBtr0084505	643	422.611	16.8245	1.79409
FBtr0310300	1404	1183.51	0	0
FBtr0308324	4741	4520.51	8.20983	0.081844
FBtr0089815	4653	4432.51	0	0
FBtr0333120	6728	6507.51	0	0
FBtr0333118	4661	4440.51	0	0
FBtr0308322	3799	3578.51	7.46919	0.0940614
FBtr0308321	4697	4476.51	0	0
FBtr0089814	2636	2415.51	0	0
FBtr0333117	6875	6654.51	0	0
FBtr0308323	6941	6720.51	54.6351	0.366362
FBtr0333119	6791	6570.51	0	0
FBtr0330408	4653	4432.51	0	0
FBtr0077506	566	345.948	1	0.130266
FBtr0300552	1429	1208.51	0	0
